Block,PLACEFP,PLACENS,PLACE_GEOID,PLACE,COUNTY,GEO_ID
1021,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210081021
2007,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211032007
2002,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211062002
2004,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211062004
2008,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212052008
1015,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212011015
2008,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210082008
2022,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210072022
3017,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212043017
1017,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210091017
3012,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212043012
2015,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212052015
1014,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211061014
1007,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212041007
2014,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211032014
1006,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212011006
2002,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211072002
1001,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211041001
2031,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212052031
2026,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210072026
1013,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211031013
2028,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210072028
2008,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211072008
2014,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211072014
1010,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211041010
2009,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210082009
2011,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210082011
2053,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210082053
3001,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211073001
4008,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212014008
2000,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210092000
1004,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212041004
1012,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211061012
2006,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211072006
3008,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211033008
1009,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211071009
2007,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211072007
1002,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212011002
2008,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211042008
2012,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211032012
1006,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212041006
2004,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210092004
2007,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212042007
2005,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211072005
2013,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211032013
2003,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211032003
2015,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211062015
1000,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210081000
1016,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210091016
2008,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210072008
3000,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212043000
1003,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211041003
1000,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212041000
2005,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211042005
2019,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210082019
3018,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211053018
5015,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210025015
2001,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211032001
1015,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210091015
2009,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212012009
3006,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212013006
2010,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212012010
2017,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211032017
1001,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212041001
1008,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212041008
2021,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212052021
2070,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210082070
1007,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211061007
1002,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211041002
1019,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211061019
1019,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211071019
2020,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211062020
1001,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210091001
2000,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212052000
2003,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211042003
2007,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211052007
3004,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210023004
1030,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212041030
2007,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210082007
1014,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211071014
1014,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211051014
2002,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211052002
2001,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211062001
3002,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211053002
1021,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211071021
2010,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210092010
2028,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212052028
4009,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212014009
2036,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210072036
5031,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210025031
1004,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210091004
2036,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212052036
1006,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211071006
2024,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211062024
4016,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212014016
1027,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210081027
2012,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210072012
1011,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211041011
2013,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211072013
3004,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211033004
3012,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211053012
2001,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210072001
2004,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212012004
2001,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212042001
3011,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212013011
1012,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212051012
1012,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210081012
5017,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210025017
3008,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212043008
4013,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210024013
2007,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211042007
2007,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210092007
3015,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212043015
1006,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211031006
2071,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210082071
5032,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210025032
4016,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210024016
1003,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211071003
1007,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211071007
1009,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211041009
2002,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211042002
2005,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212012005
2006,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212052006
2017,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210072017
3003,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211073003
2009,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211072009
2019,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211072019
1011,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210091011
1000,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210091000
3005,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211033005
2029,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210082029
1014,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212041014
3000,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211033000
3016,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212043016
1027,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212041027
2016,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210072016
2011,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210072011
1016,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211051016
1016,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212011016
1018,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211031018
1013,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210081013
1001,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211071001
3015,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212013015
3018,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212043018
2027,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210092027
2043,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210082043
2020,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210072020
2036,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210082036
1013,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211051013
3007,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212043007
1013,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212051013
2007,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212012007
1011,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210081011
2014,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211062014
2022,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212052022
2023,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210072023
3004,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211053004
1019,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210081019
3006,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210023006
1039,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650205011039
3006,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212043006
1012,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211071012
2015,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211032015
1026,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212041026
4007,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210024007
2000,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211052000
1025,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210081025
2054,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210082054
3017,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211053017
1018,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212051018
2019,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212052019
2021,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210092021
1004,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211051004
1003,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211051003
2020,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210082020
2016,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210082016
2008,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211062008
3000,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211053000
2031,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210072031
3012,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212013012
3008,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212013008
2032,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212052032
2028,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212032028
3005,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212013005
2056,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210082056
2006,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212012006
3002,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212013002
2035,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210082035
1024,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210081024
5016,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210025016
1001,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211031001
1016,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211071016
2065,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210082065
2030,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212052030
4012,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212014012
1007,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211041007
2013,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212032013
1005,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210081005
4002,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211054002
1016,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212041016
2005,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211032005
1013,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211071013
4003,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212014003
2011,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210092011
3015,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211033015
2066,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210082066
3001,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211053001
3019,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211053019
1000,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211041000
4014,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212014014
2003,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650211062003
1017,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212011017
1018,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212041018
3013,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212013013
1004,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650210081004
2003,33280,2404684,4733280,Hendersonville,Sumner,7500000US471650212052003
